video_id,title,views,comment_author,comment_text,comment_likes
L1QlVr686Bg,What actually prints to the console and why? Go!,5356,@GoogleDevelopers,"Answer: The output is: [1, NaN, NaN]
Here’s why: Array.map passes three arguments to the callback: the current element, the index, and the whole array. parseInt takes two arguments: the string to parse and the radix (number base). When you write [""1"", ""2"", ""3""].map(parseInt), the index gets passed as the radix.
Fix: Use an arrow function so you only pass the string.
const result = [""1"", ""2"", ""3""].map(str => parseInt(str));
or even better, use Number:
const result = [""1"", ""2"", ""3""].map(Number); // [1, 2, 3]",1
L1QlVr686Bg,What actually prints to the console and why? Go!,5356,@GoogleDevelopers,Hint: Remember that Array.map passes more than one argument into the callback. How many parameters does parseInt expect?,3
L1QlVr686Bg,What actually prints to the console and why? Go!,5356,@CodeCecil,"TLDR; [""1"", ""2"", ""3""].map(parseInt) == [""1"", ""2"", ""3""].map((num, idx) => parseInt(num, idx));

The radix provided is the index of the string in the array being iterated over. So ""2"" with a radix of 1 is NaN because 2 is not a valid integer in a base 1 number system. ""1"" is valid because the radix is set to 0 which causes parseInt to chose the best radix based on the string's value. Since there is not leading whitespace, sign or anything else, it is defaulted to base 10 so that is why ""1"" -> 1",3
L1QlVr686Bg,What actually prints to the console and why? Go!,5356,@siddharth_shankar91,This is because when suppose we use .map(parseInt) the parseInt function recieves two arguments for each element first the string to be converted and index of array element to be used as radix parameter in the above. This causes invalid parsing for non decimal bases. Solution may be to use correct way to map strings to numbers.....like .map( Number) etc...,0
UCJfJWct8jN1RpCuVWk3zHTA,695000,54580089,105,0,H0FmLGhF8fc,Gamers Are Changing and I Have Proof,234618,"I tried taking the survey and it expected too broad of answers to be useful. I don't expect the same of every game I play nor have one generic motivaton to play, each game offers something different and that's why I enjoy it.",338
UCJfJWct8jN1RpCuVWk3zHTA,695000,54580089,105,0,H0FmLGhF8fc,Gamers Are Changing and I Have Proof,234618,"I think the last point about how we define strategy probably accounts for a big chunk of it. I'm a huge strategy game fan, and I feel like seeing the way people interacted with Animal Crossing during the pandemic reminded me a lot of what I find satisfying about strategy games. There was a lot of planning and problem solving going into those decked out islands, and a fair bit of it happened outside the game and on the internet. People don't generally think of that as strategy, but I feel like it feeds a similar motivation and craving.",795
UCJfJWct8jN1RpCuVWk3zHTA,695000,54580089,105,0,H0FmLGhF8fc,Gamers Are Changing and I Have Proof,234618,"10:55 I hate this myth. the prefrontal cortex is still developing at 25, as far as we know your brain doesn't stop developing. the original study only followed people up to age 25, so they just cut it off there",522
UCJfJWct8jN1RpCuVWk3zHTA,695000,54580089,105,0,H0FmLGhF8fc,Gamers Are Changing and I Have Proof,234618,"Man I messed up. I took the survey and it says: ""Your Quantic Gamer Type: dumbass / noob""",642
UCJfJWct8jN1RpCuVWk3zHTA,695000,54580089,105,0,H0FmLGhF8fc,Gamers Are Changing and I Have Proof,234618,"As someone with INTENSE ADHD I highly disagree with the idea that strategy games are bad for people with low attention spans/people who usually can't focus, it's the opposite for me

I feel like Fire Emblem is one of the few game series that GET ME PLAYING for hours, instead of the usual ""not being able to do my own hobbies"" problem. And it's because of the constant satisfaction of having to think creatively to beat maps without anyone dying. Every move makes me feel like a genius.",19
UCJfJWct8jN1RpCuVWk3zHTA,695000,54580089,105,0,H0FmLGhF8fc,Gamers Are Changing and I Have Proof,234618,"My first answer to ""why do you play games?"" was ""to relax,"" and I was surprised to see that didn't really come up in the survey at all. I don't see a lot of questions that address the appeal of games like A Short Hike, Animal Crossing, or even Date Everything. But I guess they openly say they're not focused on casual gamers like me.",302
UCJfJWct8jN1RpCuVWk3zHTA,695000,54580089,105,0,Fganua0hk58,The Detail in Boss Fights That No One Talks About,242689,"Go to https://boot.dev/?promo=DARYLTALKSGAMES and use my code  DARYLTALKSGAMES  to get 25% off your first payment for boot.dev!

What is YOUR favorite ""walk up"" to a boss fight?",88
UCJfJWct8jN1RpCuVWk3zHTA,695000,54580089,105,0,Fganua0hk58,The Detail in Boss Fights That No One Talks About,242689,"""Not a single word was uttered.""

Look man, just because you don't speak baby..",1423
UCJfJWct8jN1RpCuVWk3zHTA,695000,54580089,105,0,Fganua0hk58,The Detail in Boss Fights That No One Talks About,242689,"Aura is when you're looking into a body of water on a beach and white top text is above you saying ""Man""",1631
UCJfJWct8jN1RpCuVWk3zHTA,695000,54580089,105,0,Fganua0hk58,The Detail in Boss Fights That No One Talks About,242689,Another thing I loved about the Mantis Lords of Hollow Knight is how after you beat them all the other mantis respect you and stop attacking you on sight.,684
UCJfJWct8jN1RpCuVWk3zHTA,695000,54580089,105,0,Fganua0hk58,The Detail in Boss Fights That No One Talks About,242689,"Guys wake up Daryl posted a video talking about the very scientific measure of ""vibes"" 🎉",1553
UCJfJWct8jN1RpCuVWk3zHTA,695000,54580089,105,0,Fganua0hk58,The Detail in Boss Fights That No One Talks About,242689,"I don't know if anything will ever beat the first time in Hollow Knight I encountered the Radiance. Coming off the adrenaline of just having won the fight against the Hollow Knight, you arrive at a calm and serene place with a bright light in the background. You jump up the platforms a little puzzled at what is going on, only to be give the option to ""CHALLENGE."" What exactly am I challenging? The bright light spreads its wings, and the Radiance appears only for the screen to turn pure white with a beautiful boss title drop, and a kickass OST starts up. Absolute perfection.",1727
UCJfJWct8jN1RpCuVWk3zHTA,695000,54580089,105,0,Fganua0hk58,The Detail in Boss Fights That No One Talks About,242689,"My Bloodborne knowledge is a little rusty at the moment but this is the gist of that boss fight:
The ghost lady is queen Yharnam, due to weird circumstances she gets impregnated by a greater being (Eldritch god), however every greater being is destined to lose its child and yearns for a surrogate.

The queen eventually loses the baby and dies, don’t remember the details at the moment but it wasn’t a pleasant affair. The school of Mensis, one of the main groups in the lore seeking a way to ascend does a ritual to create the Nightmare of Mensis (a plane of existence on top of the one you spend most of your time on). They do this to keep the child kind of alive enough to attract Greater Beings from whom they can learn more Eldritch knowledge.

When you slay the Wet Nurse, Mergo (the child) is finally able to fully die which finally lets the queen’s spirit to rest in peace. The whole game is themed around Birth and Rebirth, there is a bunch of different groups trying to ascend into greater beings and in one of the endings the player character is the first mortal to succeed in this endeavor (the third umbilical cord items are the key).",501
UCJfJWct8jN1RpCuVWk3zHTA,695000,54580089,105,0,Fganua0hk58,The Detail in Boss Fights That No One Talks About,242689,"You should title this video ""Spooky foreplay for video game bosses""",272
UCJfJWct8jN1RpCuVWk3zHTA,695000,54580089,105,0,Fganua0hk58,The Detail in Boss Fights That No One Talks About,242689,"Honestly? ""This is the part where he kills you.""",990
UCJfJWct8jN1RpCuVWk3zHTA,695000,54580089,105,0,Fganua0hk58,The Detail in Boss Fights That No One Talks About,242689,18:34 Kuze has so much aura he makes the dualsense battery run low 😭,168
UCJfJWct8jN1RpCuVWk3zHTA,695000,54580089,105,0,Mb6jBRw9YLY,The Longing For A Different Timeline,155725,"Grab yourself a razor that *isn't* designed to break: Use https://hensonshaving.com/daryltalksgames and my code DARYLTALKSGAMES at checkout for 100 blades FREE with your purchase of a razor!

Thanks so much for watching, I'm extremely proud of this video. What games/movies/books did I not include that I *should* have? Let me know below!",94
UCJfJWct8jN1RpCuVWk3zHTA,695000,54580089,105,0,Mb6jBRw9YLY,The Longing For A Different Timeline,155725,"You're gonna have to rename this channel to ""Daryl Talks Existential Crises"" at this rate.",2314
UCJfJWct8jN1RpCuVWk3zHTA,695000,54580089,105,0,Mb6jBRw9YLY,The Longing For A Different Timeline,155725,This is the final boss of the man videos.,1177
UCJfJWct8jN1RpCuVWk3zHTA,695000,54580089,105,0,Mb6jBRw9YLY,The Longing For A Different Timeline,155725,"""I would have liked doing laundry and taxes with you"" made me cry. 

It seems like my partner and I never have enough. There's no work, the work there is doesn't pay what we need, and the perception of what we lack often overwhelms the gifts of the present.

But we wake up next to each other, and we have a senior dog with no teeth and her tongue sticks out and she's always happy to see us, and the chicken noodle soup I made made me cough a fit because I swallowed a peppercorn and she laughed as soon as she knew I wasn't choking, and we read books together, and I do the dishes when her back hurts, and she gets things off low shelves because my knees are bad, and you know what? Life is okay. 

Maybe my dreams never come true. Maybe we never really do make as much money as we would like. 

We're doing laundry and taxes together.",429
UCJfJWct8jN1RpCuVWk3zHTA,695000,54580089,105,0,Mb6jBRw9YLY,The Longing For A Different Timeline,155725,Gonna be processing this one for the next...ever,399
UCJfJWct8jN1RpCuVWk3zHTA,695000,54580089,105,0,Mb6jBRw9YLY,The Longing For A Different Timeline,155725,"47:39 You're right, they can be longer",632
UCJfJWct8jN1RpCuVWk3zHTA,695000,54580089,105,0,Mb6jBRw9YLY,The Longing For A Different Timeline,155725,"I unexpectedly lost my father yesterday, and I wanted something philosophical and introspective to have on in the background.  This completely gutted me, and forced a tough review of my situation.  I have been mired in a mix of regret and despair over the things I never did with him, and then ending of this left me a sobbing mess. You said at the end ‘you need stop making these…’, for what it’s worth this helped me than I know how to put into words. Thank you.",443
UCJfJWct8jN1RpCuVWk3zHTA,695000,54580089,105,0,Mb6jBRw9YLY,The Longing For A Different Timeline,155725,"When I hear “nostalgia for a place I’ve never been, I immediately jump to my first time playing Control. I had been an SCP Foundation fan and content creator for years at that point, and when I finally played Control and walked through the halls of The Oldest House, it felt like walking through a home I had never actually visited.

Not quite the subject of your video, but man, the feeling was *intense.*",344
UCJfJWct8jN1RpCuVWk3zHTA,695000,54580089,105,0,Mb6jBRw9YLY,The Longing For A Different Timeline,155725,I am SO glad that you mentioned that Schrödinger’s cat was proposed to point out the absurdity of the thought experiment.,11
UCJfJWct8jN1RpCuVWk3zHTA,695000,54580089,105,0,Mb6jBRw9YLY,The Longing For A Different Timeline,155725,"I'm surprised 1000X resist wasn't mentioned, to an extent even slay the princess touches on the themes in here",416
UCJfJWct8jN1RpCuVWk3zHTA,695000,54580089,105,0,OsO3A5tsyW4,How Expedition 33 Exposes You,353827,"Use this link https://boot.dev/?promo=DARYLTALKSGAMES and my code  DARYLTALKSGAMES  to get 25% off your first payment for boot.dev!

I rarely throw out this term since it's probably overused, but Clair Obscur genuinely *broke* me. Did it have the same affect on you? What did you think of the game's closing act? Let me know below and thank you so very much for watching <3",111
UCJfJWct8jN1RpCuVWk3zHTA,695000,54580089,105,0,OsO3A5tsyW4,How Expedition 33 Exposes You,353827,"Hello! French here. Great video, thank you. I would like to talk about a subtlety from the Verso's ending that only French speaking could see. At first, on Verso's grave, you can read 'Verso Dessendre forever painted in our hearts"". Then Clea puts flowers on the grave and you see it from another point of view and could read 'Verso Dessendre paints in our hearts'. That 'forever' is hidden, and 'paints' and 'painted' are both 'peint' in French. I really think it's on purpose, willing to show that he still exists in our hearts anyway. Which is something I think is true : as long as someone who loves you still exists, you are still living in their hearts.",2321
UCJfJWct8jN1RpCuVWk3zHTA,695000,54580089,105,0,OsO3A5tsyW4,How Expedition 33 Exposes You,353827,""" Because that's how Aline painted him""
Ok thanks I'm sobbing at how hard you threw that brick at me 😭❤️",2042
UCJfJWct8jN1RpCuVWk3zHTA,695000,54580089,105,0,OsO3A5tsyW4,How Expedition 33 Exposes You,353827,My favourite part of the Maelle ending is that the credits for it opens on the same notes as the main menu theme. Nothing has changed; the cycle starts anew.,154
UCJfJWct8jN1RpCuVWk3zHTA,695000,54580089,105,0,OsO3A5tsyW4,How Expedition 33 Exposes You,353827,“It’s beautiful that the painted memory of her son would ultimately be the force that saves her” made me BAWL 😭😭😭,614
UCJfJWct8jN1RpCuVWk3zHTA,695000,54580089,105,0,OsO3A5tsyW4,How Expedition 33 Exposes You,353827,"I remember when I chose Verso, I couldn't help but think he had really taken on real Verso's role, sacrificing himself, the very last remaining piece of him, to save Alicia. It's so tragically in character to do.",607
UCJfJWct8jN1RpCuVWk3zHTA,695000,54580089,105,0,OsO3A5tsyW4,How Expedition 33 Exposes You,353827,"After my father died two years ago, I thought I was coping with it in a healthy way. At around that same time I smoked weed for the first time, this spiraled into me becoming a full on stoner for the next two years. When faced with the decision at the end of the game, I thought I made the right choice, I chose Maelle's ending and was HORRIFIED by it. This set off a chain reaction in my brain. I came to the conclusion that I always chose escapism. Whether through art, distraction or in my most prevalent case, smoking weed. I came to the conclusion that I never actually mourned my dad, I just kept smoking weed, feeling alright and pretending everything was fine. But I think I always knew that it wasn't. Ever since then I have quit smoking weed. I'm now 2 months clean and for the first time in two years I feel like I'm moving on. 

Games that make you have these kinds of epiphanies about your own life aren't just games. It's something more. I will forever be thankful that this game made me realize what I was doing to myself and how it wasn't helping me.

For the sake of the living, we must let go of the dead.",2651
UCJfJWct8jN1RpCuVWk3zHTA,695000,54580089,105,0,OsO3A5tsyW4,How Expedition 33 Exposes You,353827,"My wife and I both were crying by the end of this video. Expedition 33 may be one of my favorite video games of all time, and this video is hands down the best deep dive I've seen of it. Incredible, beautiful work on this, Daryl.",1292
UCJfJWct8jN1RpCuVWk3zHTA,695000,54580089,105,0,OsO3A5tsyW4,How Expedition 33 Exposes You,353827,"That look Lune gives at the end... My word, it felt like she was looking at Verso and me. I'm not sure i've ever felt the way i did after i finished a game before",88
UCJfJWct8jN1RpCuVWk3zHTA,695000,54580089,105,0,OsO3A5tsyW4,How Expedition 33 Exposes You,353827,"I am a therapist. Becoming one was honoring my brother who passed at 38 due to Covid. He was kind, generous, brave and everything a main character would need to be a hero. When I started playing Expedition 33 and the narrative shifted I gasped but it made sense. For years, I’ve convinced myself playing Final Fantasy was my escape from reality. And this game exposed that. However, when the game asked me to choose. I choose Verso’s not because of what I wanted but because I could hear my brother tell me, “You know I wouldn’t want you doing this. You know although it hurts I want you to keep moving forward even without me.” So I clicked on Verso beat Melle and felt my heart ripped from me knowing I was fighting against myself. It sucked, I have never played a game where I felt I was in it. Melle was me, but I was playing my brother telling me exactly that, “It’s going to be ok, you’re ok.” Watching her fade away, was watching myself die the moment I had to let him go. I felt that to my core… the ending was bitter but sweet because the family at Versos grave was my family, my mother, my younger brother, me all that was left after Covid… 😔♥️ Your video touched this gamer girls heart. Thank you.",326
UCJfJWct8jN1RpCuVWk3zHTA,695000,54580089,105,0,rj7dXKu82Kk,Points of No Return In Games,501078,"Check out the FlexiSpot C7Max ergonomic chair at https://bit.ly/3Tq3mxm and use my code ''C750'' to get $50 off on the C7Max ergonomic chair!

What game are *you* procrastinating finishing?",117
UCJfJWct8jN1RpCuVWk3zHTA,695000,54580089,105,0,rj7dXKu82Kk,Points of No Return In Games,501078,"My problem is I rarely—almost never—go back and replay games I’ve already finished. So when I’m playing something I really love, I try to complete as much as I can. But weirdly, the more I love a game, the more I procrastinate finishing it. It’s like… once it ends, I’ll never feel that same emotion again, and I’m not ready to let go.",4402
UCJfJWct8jN1RpCuVWk3zHTA,695000,54580089,105,0,rj7dXKu82Kk,Points of No Return In Games,501078,"on the poll i was missing the option for ""i impulsively beat the final boss saying to myself that i will do all the other content that i missed, but then i never do it"" my toxic trait fr",2852
UCJfJWct8jN1RpCuVWk3zHTA,695000,54580089,105,0,rj7dXKu82Kk,Points of No Return In Games,501078,"""How many endings are there?
One.""

""Then doesn't that mean nothing I do matters?
There's something more important than reaching the end.""

This is on the Deltarune website help page, and Toby Fox's answer to the second question was what I was reminded of when you Daryl said that ""It's not the ending that makes the journey, it's the journey that makes the end.""",1614
UCJfJWct8jN1RpCuVWk3zHTA,695000,54580089,105,0,rj7dXKu82Kk,Points of No Return In Games,501078,"To be able to do everything in a game before the credits roll offers me a sense of relief, because in real life you never know when your point of no return is going to be.",738
UCJfJWct8jN1RpCuVWk3zHTA,695000,54580089,105,0,rj7dXKu82Kk,Points of No Return In Games,501078,"I love this channel because it always goes from ""Man, isn't it weird that so many people grind out side quests before ending a game?"" to ""Life is a series of endings and beginnings, and regardless of how the final chapter of your life ends, it's the contents of each chapter that make your life special and worthwhile"" in the span of less than half an hour, it's the best written depiction of an ADHD philosophical 3 AM tangent",330
UCJfJWct8jN1RpCuVWk3zHTA,695000,54580089,105,0,rj7dXKu82Kk,Points of No Return In Games,501078,"Geez man, I went in expecting to just hear about psychology and science and ended up crying thinking about how mortal I and everyone I know are.",658
UCJfJWct8jN1RpCuVWk3zHTA,695000,54580089,105,0,rj7dXKu82Kk,Points of No Return In Games,501078,"For me, it's more a matter of how the world kinda of stops reacting and changing after the end of the game. Unless the game recognizes the big bad or whatever is done, the idea of beating the odds and returning to a world still in chaos is almost immersion breaking",859
UCJfJWct8jN1RpCuVWk3zHTA,695000,54580089,105,0,rj7dXKu82Kk,Points of No Return In Games,501078,“What if I don’t want it to be over” is exactly what Xenoblade 3 and e33 are trying to make you feel,441
UCJfJWct8jN1RpCuVWk3zHTA,695000,54580089,105,0,rj7dXKu82Kk,Points of No Return In Games,501078,"I know this is Daryl Talks Games, but that last line reminded me a lot of one of the main parables in the Stormlight Archive book series. ""Life before death, strength before weakness, journey before destination.""",73
UC6KbJVFIL97N4N9sNd_HZxQ,137000,17777475,491,0,aX_oxvQIkRM,"Готови ли сме за 4К, 240hz, QD-OLED? - преглед на Samsung G8 G81SF",2198,Топ видео! Задобряваш с OLED !,2
UC6KbJVFIL97N4N9sNd_HZxQ,137000,17777475,491,0,aX_oxvQIkRM,"Готови ли сме за 4К, 240hz, QD-OLED? - преглед на Samsung G8 G81SF",2198,Е сега 27 или 32 да си купя ?,0
UC6KbJVFIL97N4N9sNd_HZxQ,137000,17777475,491,0,aX_oxvQIkRM,"Готови ли сме за 4К, 240hz, QD-OLED? - преглед на Samsung G8 G81SF",2198,Аз си купих Samsung 65 инча QD- OLED s95f перфектен е!,0
UC6KbJVFIL97N4N9sNd_HZxQ,137000,17777475,491,0,aX_oxvQIkRM,"Готови ли сме за 4К, 240hz, QD-OLED? - преглед на Samsung G8 G81SF",2198,"Аха, видял подбрение в стрелбата си с оледа 😂😅😂😅😂😅😂😅😂",1
UC6KbJVFIL97N4N9sNd_HZxQ,137000,17777475,491,0,aX_oxvQIkRM,"Готови ли сме за 4К, 240hz, QD-OLED? - преглед на Samsung G8 G81SF",2198,Poevtineli i 2 bona :D,0
UC6KbJVFIL97N4N9sNd_HZxQ,137000,17777475,491,0,acVZNJEXrlA,ГЛЕДАЙ ПРЕДИ да купиш iPhone 17,51884,"Четвърта година съм с базовата 13-ка , и върви като първият ден от магазина , естествено само капацитета на батерията намалява , при IPhone даваш 1800 лв за базов модел но знаеш че 5-6 год най малко няма да имаш проблеми !",55
UC6KbJVFIL97N4N9sNd_HZxQ,137000,17777475,491,0,acVZNJEXrlA,ГЛЕДАЙ ПРЕДИ да купиш iPhone 17,51884,"Хората, които всяка година хвърлят пари за нова Ябълка, са едни обикновени съвременни роби. И проблемът не е толкова в  прахосването на пари, а в убеждаването на клиентите им, че едно и също нещо го продават в нова опаковка...",9
UC6KbJVFIL97N4N9sNd_HZxQ,137000,17777475,491,0,acVZNJEXrlA,ГЛЕДАЙ ПРЕДИ да купиш iPhone 17,51884,"Още като изляза си го вземах и е топ. С изкарването на това подобрение , про-модела буквално губи стойност за обикновения потребител. Всичко лети на макс , адския екран и звук, батерията ми държи ден и половина без никакви проблеми и работа с телефона, както и малко игрички. Силно препоръчвам ако има хора , които се двоумят между нормалната 17-ка и про модела.",1
UC6KbJVFIL97N4N9sNd_HZxQ,137000,17777475,491,0,acVZNJEXrlA,ГЛЕДАЙ ПРЕДИ да купиш iPhone 17,51884,"Миналата седмица ми дадоха такъв, от работата. Определено се усеща технологичният скок от предните базови модели, за което ЕВАЛА (за първи път)!",2
UC6KbJVFIL97N4N9sNd_HZxQ,137000,17777475,491,0,acVZNJEXrlA,ГЛЕДАЙ ПРЕДИ да купиш iPhone 17,51884,"С нетърпение чакам да правите ревюта и на другите брандове като Xiaomi, Motorola,Honor.....  Както беше в миналото. 
Идея за видео може да пробвате за една седмица Honor Magic 8 pro,който се очаква да дойде в България догодина. Впечатлен съм,че са малко андроид телефоните, които имат 3d лицево разпознаване.  Honor за флагманите си е един от тях.",6
UC6KbJVFIL97N4N9sNd_HZxQ,137000,17777475,491,0,acVZNJEXrlA,ГЛЕДАЙ ПРЕДИ да купиш iPhone 17,51884,"Интересното при Айфон е, когато го използваш с wi-fi и играеш игри телефонът си загрява нормално, но ако го използваш с мобилни данни и играеш игри всички модели на Айфон просто прегряват. Трябва да направиш такова видео, ще е интересно да видим колко и до каква степен загравят.",1
UC6KbJVFIL97N4N9sNd_HZxQ,137000,17777475,491,0,acVZNJEXrlA,ГЛЕДАЙ ПРЕДИ да купиш iPhone 17,51884,Слави може ли да направиш ревю на Samsung Galaxy S25 5G Моля❤❤,4
UC6KbJVFIL97N4N9sNd_HZxQ,137000,17777475,491,0,acVZNJEXrlA,ГЛЕДАЙ ПРЕДИ да купиш iPhone 17,51884,Слави иначе visual intelligence го има като задържиш малко camera control и така може да си включиш action button на друго попринцип😇,0
UC6KbJVFIL97N4N9sNd_HZxQ,137000,17777475,491,0,acVZNJEXrlA,ГЛЕДАЙ ПРЕДИ да купиш iPhone 17,51884,"Лелеее Слави, благодаря за това ревю. ❤",0
UC6KbJVFIL97N4N9sNd_HZxQ,137000,17777475,491,0,acVZNJEXrlA,ГЛЕДАЙ ПРЕДИ да купиш iPhone 17,51884,Слави аз вече съм 5-та година със 11 и според мен ако не го използваш за гейминг или фотография няма никакъв смисъл от ъбгрейд аз лично го позлвам за инстаграм снапчат и за бейсик снимки нищо повече 😊,1
UC6KbJVFIL97N4N9sNd_HZxQ,137000,17777475,491,0,-EC8T2mA3nM,От Видео карти до Периферия! - ревю на PowerColor ALPHYN,1368,"упътванията са за ламери :))) всеки ""разбирач"" може сам да си повреди хардуера или софтуера- това е майсторство!",0
UC6KbJVFIL97N4N9sNd_HZxQ,137000,17777475,491,0,-EC8T2mA3nM,От Видео карти до Периферия! - ревю на PowerColor ALPHYN,1368,"Малко разочароващо от страна на Power Color.Обикновено когато се опитваш да стъпиш на пазар където конкуренцията е зверска се стараеш доста повече за първоначалните си продукти .Това което чух като мнение в ревюто ,особено и на тази цена няма да ме накара да си ги купя .Иначе  много полезна информация за политрейда . Не съм се замислял че влияе толкова много на процесора .Не че ползвам такъв де :) Благодаря ,беше полезно.",0
UC6KbJVFIL97N4N9sNd_HZxQ,137000,17777475,491,0,-EC8T2mA3nM,От Видео карти до Периферия! - ревю на PowerColor ALPHYN,1368,Здрасти маската на Батман реална ли е или е ps?,0
UC6KbJVFIL97N4N9sNd_HZxQ,137000,17777475,491,0,-EC8T2mA3nM,От Видео карти до Периферия! - ревю на PowerColor ALPHYN,1368,как тренираш да работиш с тооолкова тежка мишка?,0
UC6KbJVFIL97N4N9sNd_HZxQ,137000,17777475,491,0,-EC8T2mA3nM,От Видео карти до Периферия! - ревю на PowerColor ALPHYN,1368,"От ревюто и после цената, никакъв шанс да се купуват",0
